team,year,player_name,dob,batting_style,bowling_style,nationality
West Indies,2009,Andre Fletcher,1987-11-28,Right-handed,,West Indian
West Indies,2009,Xavier Marshall,1986-03-27,Right-handed,Off spin,American
West Indies,2009,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2009,Lendl Simmons,1985-01-25,Right-handed,Right-arm medium-fast,West Indian
West Indies,2009,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2009,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2009,Kieron Pollard,1987-05-12,Right-handed,Medium seam,West Indian
West Indies,2009,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2009,Lionel Baker,,,,
West Indies,2009,Sulieman Benn,1981-07-22,Left-handed,Slow left-arm orthodox,West Indian
West Indies,2009,Fidel Edwards,,,,
West Indies,2009,Jerome Taylor,1984-06-22,Right-handed,Fast seam,West Indian
West Indies,2009,David Bernard,,,,
West Indies,2010,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,2010,Narsingh Deonarine,1983-08-16,Right-handed,,West Indian
West Indies,2010,Andre Fletcher,1987-11-28,Right-handed,,West Indian
West Indies,2010,Wavell Hinds,1976-09-07,Right-handed,Right-arm medium,Jamaican
West Indies,2010,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2010,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2010,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2010,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2010,Kieron Pollard,1987-05-12,Right-handed,Medium seam,West Indian
West Indies,2010,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2010,Sulieman Benn,1981-07-22,Left-handed,Slow left-arm orthodox,West Indian
West Indies,2010,Nikita Miller,1982-05-16,Right-handed,Slow left-arm orthodox,West Indian
West Indies,2010,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2010,Kemar Roach,1988-06-30,Right-handed,Fast seam,West Indian
West Indies,2010,Jerome Taylor,1984-06-22,Right-handed,Fast seam,West Indian
West Indies,2012,Darren Bravo,1989-02-06,Left-handed,Medium seam,West Indian
West Indies,2012,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2012,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2012,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2012,Lendl Simmons,1985-01-25,Right-handed,Right-arm medium-fast,West Indian
West Indies,2012,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2012,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2012,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2012,Sunil Narine,1988-05-26,Left-handed,Off spin,West Indian
West Indies,2012,Kieron Pollard,1987-05-12,Right-handed,Medium seam,West Indian
West Indies,2012,Andre Russell,1988-04-29,Right-handed,Fast seam,West Indian
West Indies,2012,Dwayne Smith,1983-04-12,Right-handed,Right-arm medium,West Indian
West Indies,2012,Samuel Badree,,,,
West Indies,2012,Fidel Edwards,,,,
West Indies,2012,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2014,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2014,Andre Fletcher,1987-11-28,Right-handed,,West Indian
West Indies,2014,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2014,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2014,Lendl Simmons,1985-01-25,Right-handed,Right-arm medium-fast,West Indian
West Indies,2014,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2014,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2014,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2014,Sunil Narine,1988-05-26,Left-handed,Off spin,West Indian
West Indies,2014,Andre Russell,1988-04-29,Right-handed,Fast seam,West Indian
West Indies,2014,Dwayne Smith,1983-04-12,Right-handed,Right-arm medium,West Indian
West Indies,2014,Samuel Badree,,,,
West Indies,2014,Sheldon Cottrell,1989-08-19,Right-handed,Fast seam,West Indian
West Indies,2014,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2014,Krishmar Santokie,,,,
West Indies,2016,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2016,Evin Lewis,1991-12-27,Left-handed,Right-arm medium,West Indian
West Indies,2016,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2016,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2016,Lendl Simmons,1985-01-25,Right-handed,Right-arm medium-fast,West Indian
West Indies,2016,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2016,Carlos Brathwaite,1988-07-18,Right-handed,Medium seam,West Indian
West Indies,2016,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2016,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2016,Jason Holder,1991-11-05,Right-handed,Medium seam,West Indian
West Indies,2016,Andre Russell,1988-04-29,Right-handed,Fast seam,West Indian
West Indies,2016,Samuel Badree,,,,
West Indies,2016,Sulieman Benn,1981-07-22,Left-handed,Slow left-arm orthodox,West Indian
West Indies,2016,Ashley Nurse,1988-12-22,Right-handed,Off spin,West Indian
West Indies,2016,Jerome Taylor,1984-06-22,Right-handed,Fast seam,West Indian
West Indies,2021,Nicholas Pooran,1995-10-02,Left-handed,,West Indian
West Indies,2021,Andre Fletcher,1987-11-28,Right-handed,,West Indian
West Indies,2021,Shimron Hetmyer,1996-12-26,Left-handed,Right-arm leg spin,West Indian
West Indies,2021,Evin Lewis,1991-12-27,Left-handed,Right-arm medium,West Indian
West Indies,2021,Lendl Simmons,1985-01-25,Right-handed,Right-arm medium-fast,West Indian
West Indies,2021,Kieron Pollard,1987-05-12,Right-handed,Medium seam,West Indian
West Indies,2021,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2021,Roston Chase,1992-03-22,Right-handed,Off spin,West Indian
West Indies,2021,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2021,Jason Holder,1991-11-05,Right-handed,Medium seam,West Indian
West Indies,2021,Andre Russell,1988-04-29,Right-handed,Fast seam,West Indian
West Indies,2021,Akeal Hosein,1993-04-25,Left-handed,Orthodox spin,West Indian
West Indies,2021,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2021,Oshane Thomas,1997-02-18,Left-handed,Fast seam,West Indian
West Indies,2021,Hayden Walsh,1992-04-23,Left-handed,Leg spin,West Indian
West Indies,2022,Nicholas Pooran,1995-10-02,Left-handed,,West Indian
West Indies,2022,Rovman Powell,1993-07-23,Right-handed,Medium seam,West Indian
West Indies,2022,Shamarh Brooks,1988-10-01,Right-handed,,West Indian
West Indies,2022,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2022,Brandon King,1994-12-16,Right-handed,,West Indian
West Indies,2022,Evin Lewis,1991-12-27,Left-handed,Right-arm medium,West Indian
West Indies,2022,Jason Holder,1991-11-05,Right-handed,Medium seam,West Indian
West Indies,2022,Kyle Mayers,1992-09-08,Left-handed,,West Indian
West Indies,2022,Raymon Reifer,1991-05-11,Left-handed,Medium seam,West Indian
West Indies,2022,Odean Smith,1996-11-01,Right-handed,Medium seam,West Indian
West Indies,2022,Yannic Cariah,,,,
West Indies,2022,Sheldon Cottrell,1989-08-19,Right-handed,Fast seam,West Indian
West Indies,2022,Akeal Hosein,1993-04-25,Left-handed,Orthodox spin,West Indian
West Indies,2022,Alzarri Joseph,1996-11-20,Right-handed,Fast seam,West Indian
West Indies,2022,Obed McCoy,1997-01-04,Right-handed,,West Indian
West Indies,2024,Rovman Powell,1993-07-23,Right-handed,Medium seam,West Indian
West Indies,2024,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2024,Shimron Hetmyer,1996-12-26,Left-handed,Right-arm leg spin,West Indian
West Indies,2024,Shai Hope,1993-11-10,Right-handed,,West Indian
West Indies,2024,Nicholas Pooran,1995-10-02,Left-handed,,West Indian
West Indies,2024,Sherfane Rutherford,1998-08-15,Left-handed,Right-arm medium-fast,
West Indies,2024,Roston Chase,1992-03-22,Right-handed,Off spin,West Indian
West Indies,2024,Kyle Mayers,1992-09-08,Left-handed,,West Indian
West Indies,2024,Andre Russell,1988-04-29,Right-handed,Fast seam,West Indian
West Indies,2024,Romario Shepherd,1994-11-26,Right-handed,Medium seam,West Indian
West Indies,2024,Alzarri Joseph,1996-11-20,Right-handed,Fast seam,West Indian
West Indies,2024,Akeal Hosein,1993-04-25,Left-handed,Orthodox spin,West Indian
West Indies,2024,Shamar Joseph,1999-08-31,Left-handed,Right-arm fast,
West Indies,2024,Obed McCoy,1997-01-04,Right-handed,,West Indian
West Indies,2024,Gudakesh Motie,1995-03-29,Left-handed,Slow left-arm orthodox,
Zimbabwe,2007,Chamu Chibhabha,1986-09-06,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2007,Timycen Maruma,1988-04-19,Right-handed,Leg spin,Zimbabwean
Zimbabwe,2007,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2007,Stuart Matsikenyeri,1983-05-03,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2007,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2007,Tatenda Taibu,1983-05-14,Right-handed,Wicket-keeper,Zimbabwean
Zimbabwe,2007,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2007,Sean Williams,1986-09-26,Left-handed,Orthodox spin,Zimbabwean
Zimbabwe,2007,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2007,Keith Dabengwa,1980-08-17,Left-handed,Slow left-arm orthodox,
Zimbabwe,2007,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2007,Gary Brent,1976-01-13,Right-handed,Right-arm medium-fast,
Zimbabwe,2007,Chris Mpofu,1985-11-27,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2007,Tawanda Mupariwa,1985-04-16,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2007,Johnson Marumisa,,,,
Zimbabwe,2010,Chamu Chibhabha,1986-09-06,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2010,Charles Coventry,1983-03-08,Right-handed,,Zimbabwean
Zimbabwe,2010,Craig Ervine,1985-08-19,Left-handed,Off spin,Zimbabwean
Zimbabwe,2010,Timycen Maruma,1988-04-19,Right-handed,Leg spin,Zimbabwean
Zimbabwe,2010,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2010,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2010,Tatenda Taibu,1983-05-14,Right-handed,Wicket-keeper,Zimbabwean
Zimbabwe,2010,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2010,Andy Blignaut,1978-08-01,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2010,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2010,Greg Lamb,1983-04-30,Right-handed,Right-arm off break,
Zimbabwe,2010,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2010,Graeme Cremer,1986-09-19,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2010,Chris Mpofu,1985-11-27,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2010,Ray Price,1976-06-12,Right-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2012,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2012,Craig Ervine,1985-08-19,Left-handed,Off spin,Zimbabwean
Zimbabwe,2012,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2012,Stuart Matsikenyeri,1983-05-03,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2012,Forster Mutizwa,,,,
Zimbabwe,2012,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2012,Malcolm Waller,1984-02-28,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2012,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2012,Graeme Cremer,1986-09-19,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2012,Kyle Jarvis,1989-02-16,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2012,Chris Mpofu,1985-11-27,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2012,Ray Price,1976-06-12,Right-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2012,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2012,Brian Vitori,1990-02-22,Left-handed,,Zimbabwean
Zimbabwe,2012,Richard Muzhange,,,,
Zimbabwe,2014,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2014,Timycen Maruma,1988-04-19,Right-handed,Leg spin,Zimbabwean
Zimbabwe,2014,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2014,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2014,Malcolm Waller,1984-02-28,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2014,Sean Williams,1986-09-26,Left-handed,Orthodox spin,Zimbabwean
Zimbabwe,2014,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2014,Tafadzwa Kamungozi,1987-06-08,Right-handed,,Zimbabwean
Zimbabwe,2014,Sikandar Raza,1986-04-24,Right-handed,Off spin,Zimbabwean
Zimbabwe,2014,Tendai Chatara,1991-02-28,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2014,Shingi Masakadza,1986-09-04,Right-handed,,Zimbabwean
Zimbabwe,2014,Natsai M'shangwe,1991-02-09,Right-handed,,Zimbabwean
Zimbabwe,2014,Tinashe Panyangara,1985-10-21,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2014,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2014,Brian Vitori,1990-02-22,Left-handed,,Zimbabwean
Zimbabwe,2016,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2016,Chamu Chibhabha,1986-09-06,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2016,Peter Moor,1992-02-02,Right-handed,Off spin,Zimbabwean
Zimbabwe,2016,Richmond Mutumbami,1989-06-11,Right-handed,Off spin,Zimbabwean
Zimbabwe,2016,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2016,Malcolm Waller,1984-02-28,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2016,Sean Williams,1986-09-26,Left-handed,Orthodox spin,Zimbabwean
Zimbabwe,2016,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2016,Sikandar Raza,1986-04-24,Right-handed,Off spin,Zimbabwean
Zimbabwe,2016,Tendai Chatara,1991-02-28,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2016,Tendai Chisoro,1988-02-12,Left-handed,,Zimbabwean
Zimbabwe,2016,Wellington Masakadza,1993-10-04,Left-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2016,Tawanda Mupariwa,1985-04-16,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2016,Tinashe Panyangara,1985-10-21,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2016,Donald Tiripano,1988-03-17,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2022,Craig Ervine,1985-08-19,Left-handed,Off spin,Zimbabwean
Zimbabwe,2022,Regis Chakabva,1987-09-20,Right-handed,Off spin,Zimbabwean
Zimbabwe,2022,Clive Madande,2000-04-12,Left-handed,,
Zimbabwe,2022,Milton Shumba,2000-10-19,Right-handed,,Zimbabwean
Zimbabwe,2022,Sean Williams,1986-09-26,Left-handed,Orthodox spin,Zimbabwean
Zimbabwe,2022,Ryan Burl,1994-04-15,Left-handed,Leg spin,Zimbabwean
Zimbabwe,2022,Brad Evans,,,,
Zimbabwe,2022,Luke Jongwe,1995-02-06,Right-handed,,Zimbabwean
Zimbabwe,2022,Wessly Madhevere,2000-09-04,Right-handed,Off spin,Zimbabwean
Zimbabwe,2022,Tony Munyonga,1999-01-31,Right-handed,Right-arm off break,
Zimbabwe,2022,Sikandar Raza,1986-04-24,Right-handed,Off spin,Zimbabwean
Zimbabwe,2022,Tendai Chatara,1991-02-28,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2022,Wellington Masakadza,1993-10-04,Left-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2022,Blessing Muzarabani,1996-10-02,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2022,Richard Ngarava,1997-12-28,Left-handed,Left-arm fast medium,Zimbabwean
India,2026,Suryakumar Yadav,1990-09-14,Right-handed,Right-arm off break,Indian
India,2026,Abhishek Sharma,2000-09-04,Left-handed,Slow left-arm orthodox,
India,2026,Tilak Varma,2002-11-08,Left-handed,Right-arm off break,
India,2026,Sanju Samson,1994-11-11,Right-handed,Right-arm off break,Indian
India,2026,Shivam Dube,1993-06-26,Left-handed,Medium seam,Indian
India,2026,Ishan Kishan,1998-07-18,Left-handed,Right-arm leg break,Indian
India,2026,Hardik Pandya,1993-10-11,Right-handed,Medium seam,Indian
India,2026,Arshdeep Singh,1999-02-05,Left-handed,Left-arm medium-fast,
India,2026,Jasprit Bumrah,1993-12-06,Right-handed,Fast seam,Indian
India,2026,Harshit Rana,2001-12-22,Right-handed,Right-arm fast,
India,2026,Varun Chakaravarthy,1991-08-29,Right-handed,Right-arm leg break,
India,2026,Kuldeep Yadav,1994-12-14,Left-handed,Unorthodox spin,Indian
India,2026,Axar Patel,1994-01-20,Left-handed,Orthodox spin,Indian
India,2026,Washington Sundar,1999-10-05,Left-handed,Off spin,
India,2026,Rinku Singh,1997-10-12,Left-handed,Right-arm off break,
USA,2026,Monank Patel,1993-05-01,Right-handed,,
USA,2026,Ehsan Adil,1993-03-15,Right-handed,Right-arm fast-medium,
USA,2026,Andries Gous,1994-11-24,Right-handed,,
USA,2026,Shehan Jayasuriya,1991-09-12,Left-handed,Off spin,
USA,2026,Milind Kumar,1991-02-15,Right-handed,Right-arm off break,
USA,2026,Shayan Jahangir,1994-12-24,Right-handed,Right-arm fast-medium,
USA,2026,Saiteja Mukkamala,2004-04-09,Right-handed,Right-arm off break,
USA,2026,Sanjay Krishnamurthi,2003-06-02,Right-handed,Slow left-arm orthodox,
USA,2026,Harmeet Singh,1992-09-07,Left-handed,Slow left-arm orthodox,
USA,2026,Nosthush Kenjige,1991-03-02,Right-handed,Orthodox spin,
USA,2026,Shadley Van Schalkwyk,1988-07-05,Left-handed,Right-arm medium,
USA,2026,Saurabh Netravalkar,1991-10-16,Right-handed,Fast seam,
USA,2026,Ali Khan,1990-12-13,Right-handed,Right-arm fast medium,
USA,2026,Mohammad Mohsin,1996-04-15,Left-handed,Right-arm leg spin,
USA,2026,Shubham Ranjane,1994-03-26,Right-handed,Right-arm medium,
Namibia,2026,Gerhard Erasmus,1995-04-11,Right-handed,Off spin,Namibian
Namibia,2026,Zane Green,1996-10-11,Left-handed,,Namibian
Namibia,2026,Bernard Scholtz,1990-10-03,Right-handed,Orthodox spin,Namibian
Namibia,2026,Ruben Trumpelmann,1998-02-01,Right-handed,Fast seam,Namibian
Namibia,2026,JJ Smit,1995-11-10,Right-handed,Medium seam,Namibian
Namibia,2026,Jan Frylinck,1994-04-06,Left-handed,Fast seam,Namibian
Namibia,2026,Louren Steenkamp,1997-05-08,Right-handed,Right-arm off break,
Namibia,2026,Malan Kruger,1995-08-12,Right-handed,,
Namibia,2026,Nicol Loftie-Eaton,2001-03-15,Left-handed,Left-arm medium,
Namibia,2026,Jack Brassell,2005-03-31,Right-handed,Right-arm medium,
Namibia,2026,Alex Volschenk,2005-06-20,Right-handed,Left-arm medium,
Namibia,2026,JC Balt,2003-11-09,Left-handed,Left-arm off break,
Namibia,2026,Dylan Leicher,2004-03-03,Right-handed,Right-arm medium,
Namibia,2026,WP Myburgh,2000-12-01,Right-handed,Right-arm fast,
Namibia,2026,Max Heingo,2005-01-01,Right-handed,Right-arm medium,
Netherlands,2026,Scott Edwards,1996-08-23,Right-handed,Wicket-keeper,Dutch
Netherlands,2026,Colin Ackermann,1991-04-04,Right-handed,Right-arm off spin,Dutch
Netherlands,2026,Noah Croes,1999-12-13,Right-handed,Right-arm medium,
Netherlands,2026,Bas de Leede,1999-11-15,Right-handed,Medium seam,Dutch
Netherlands,2026,Aryan Dutt,2003-05-12,Right-handed,Off spin,Dutch
Netherlands,2026,Fred Klaassen,1992-11-13,Right-handed,Medium seam,Dutch
Netherlands,2026,Kyle Klein,2001-07-03,Right-handed,Right-arm medium-fast,
Netherlands,2026,Michael Levitt,2003-06-19,Right-handed,Right-arm medium,
Netherlands,2026,Zach Lion-Cachet,2003-12-15,Right-handed,Right-arm off break,
Netherlands,2026,Max O'Dowd,1994-03-04,Right-handed,Off spin,Dutch
Netherlands,2026,Logan van Beek,1990-09-07,Right-handed,Right-arm medium-fast,Dutch
Netherlands,2026,Timm van der Gugten,1991-02-25,Right-handed,Right-arm medium fast,Dutch
Netherlands,2026,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,Dutch
Netherlands,2026,Paul van Meekeren,1989-08-29,Right-handed,Right-arm fast-medium,Dutch
Netherlands,2026,Saqib Zulfiqar,1997-03-28,Right-handed,Orthodox spin,Dutch
Pakistan,2026,Salman Agha,1993-11-23,Right-handed,Right-arm off break,
Pakistan,2026,Abrar Ahmed,1998-09-11,Right-handed,Right-arm leg break,
Pakistan,2026,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2026,Faheem Ashraf,1994-01-16,Left-handed,Right-arm fast-medium,
Pakistan,2026,Fakhar Zaman,1990-04-10,Left-handed,Orthodox spin,Pakistani
Pakistan,2026,Khawaja Nafay,2002-02-13,Right-handed,Right-arm off break,
Pakistan,2026,Mohammad Nawaz,1994-03-21,Left-handed,Orthodox spin,Pakistani
Pakistan,2026,Salman Mirza,1994-01-01,Right-handed,Left-arm medium,
Pakistan,2026,Naseem Shah,2003-02-15,Right-handed,Right-arm fast,
Pakistan,2026,Sahibzada Farhan,1996-03-06,Right-handed,,
Pakistan,2026,Saim Ayub,2002-05-24,Left-handed,Right-arm off break,
Pakistan,2026,Shaheen Afridi,2000-04-06,Left-handed,Left-arm fast,
Pakistan,2026,Shadab Khan,1998-10-04,Right-handed,Leg spin,Pakistani
Pakistan,2026,Usman Khan,1995-05-10,Right-handed,Right-arm off break,
Pakistan,2026,Usman Tariq,1995-06-07,Right-handed,Right-arm off break,
Australia,2026,Mitchell Marsh,1991-10-20,Right-handed,Medium seam,Australian
Australia,2026,Xavier Bartlett,1998-12-17,Right-handed,Right-arm fast medium,
Australia,2026,Cooper Connolly,2003-08-22,Left-handed,Left-arm slow orthodox,
Australia,2026,Tim David,1996-03-16,Right-handed,Right-arm off break,
Australia,2026,Ben Dwarshuis,1994-06-23,Left-handed,Left-arm fast medium,
Australia,2026,Cameron Green,1999-06-03,Right-handed,Fast seam,
Australia,2026,Nathan Ellis,1994-09-22,Right-handed,Right-arm fast-medium,
Australia,2026,Travis Head,1993-12-29,Left-handed,Off spin,Australian
Australia,2026,Josh Inglis,1995-03-04,Right-handed,Wicket-keeper,
Australia,2026,Matthew Kuhnemann,1996-09-20,Left-handed,Left-arm slow orthodox,
Australia,2026,Glenn Maxwell,1988-10-14,Right-handed,Off spin,Australian
Australia,2026,Matthew Renshaw,1996-03-28,Left-handed,Right-arm off break,
Australia,2026,Marcus Stoinis,1989-08-16,Right-handed,Medium seam,Australian
Australia,2026,Adam Zampa,1992-03-31,Right-handed,Leg spin,Australian
Australia,2026,Steve Smith,1989-06-02,Right-handed,Right-arm leg spin,
Sri Lanka,2026,Dasun Shanaka,1991-09-09,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2026,Pathum Nissanka,1998-05-18,Right-handed,,Sri Lankan
Sri Lanka,2026,Kamil Mishara,2001-04-24,Left-handed,Right-arm off break,
Sri Lanka,2026,Kusal Mendis,1995-02-02,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2026,Kamindu Mendis,1998-09-30,Left-handed,Off spin,Sri Lankan
Sri Lanka,2026,Kusal Janith Perera,1990-08-17,Left-handed,,
Sri Lanka,2026,Charith Asalanka,1997-06-29,Left-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2026,Janith Liyanage,1995-07-12,Right-handed,Right-arm medium fast,
Sri Lanka,2026,Pavan Rathnayake,2002-08-24,Right-handed,Right-arm off break,
Sri Lanka,2026,Dushan Hemantha,1994-05-24,Right-handed,Right-arm leg spin,
Sri Lanka,2026,Dunith Wellalage,2003-01-09,Left-handed,Slow left-arm orthodox,
Sri Lanka,2026,Maheesh Theekshana,2000-08-01,Right-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2026,Dushmantha Chameera,1992-01-11,Right-handed,Right-arm fast,Sri Lankan
Sri Lanka,2026,Matheesha Pathirana,2002-12-18,Right-handed,Right-arm fast,
Sri Lanka,2026,Eshan Malinga,2001-02-04,Left-handed,Right-arm medium fast,
Zimbabwe,2026,Sikandar Raza,1986-04-24,Right-handed,Off spin,Zimbabwean
Zimbabwe,2026,Brian Bennett,2003-11-10,Right-handed,Right-arm off break,
Zimbabwe,2026,Ryan Burl,1994-04-15,Left-handed,Leg spin,Zimbabwean
Zimbabwe,2026,Graeme Cremer,1986-09-19,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,2026,Ben Curran,1996-06-07,Left-handed,Right-arm off break,
Zimbabwe,2026,Bradley Evans,1997-03-24,Right-handed,Right-arm fast,
Zimbabwe,2026,Clive Madande,2000-04-12,Left-handed,,
Zimbabwe,2026,Tinotenda Maposa,2003-08-29,Right-handed,Right-arm medium,
Zimbabwe,2026,Tadiwanashe Marumani,2002-01-02,Left-handed,Right-arm off break,
Zimbabwe,2026,Wellington Masakadza,1993-10-04,Left-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2026,Tony Munyonga,1999-01-31,Right-handed,Right-arm off break,
Zimbabwe,2026,Tashinga Musekiwa,2000-02-10,Right-handed,Right-arm medium,
Zimbabwe,2026,Blessing Muzarabani,1996-10-02,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2026,Dion Myers,2002-03-21,Right-handed,Right-arm medium,
Zimbabwe,2026,Richard Ngarava,1997-12-28,Left-handed,Left-arm fast medium,Zimbabwean
Ireland,2026,Mark Adair,1996-03-27,Right-handed,Fast seam,Irish
Ireland,2026,Ross Adair,1994-04-21,Right-handed,Slow left-arm orthodox,
Ireland,2026,Ben Calitz,2002-07-06,Left-handed,Right-arm slow,
Ireland,2026,Curtis Campher,1999-04-20,Right-handed,Medium seam,Irish
Ireland,2026,Gareth Delany,1997-04-28,Right-handed,Leg spin,Irish
