team,year,player_name,dob,batting_style,bowling_style,first_class_team
Pakistan,1999,Yousuf Youhana,27 August 1974,Right-handed,Right-arm off break,PIA
Scotland,1999,Alec Davies (wk),14 August 1962,Right-handed,Wicket-keeper,
Scotland,1999,Asim Butt,24 June 1967,Right-handed,Left-arm medium-fast,
Scotland,1999,Bruce Patterson,29 January 1965,Right-handed,,
Scotland,1999,Gavin Hamilton,16 September 1974,Left-handed,Right-arm medium-fast,Yorkshire
Scotland,1999,George Salmond (c),1 December 1969,Right-handed,Right-arm medium,
Scotland,1999,Greig Williamson,28 December 1968,Right-handed,Right-arm medium,
Scotland,1999,Ian Philip,9 June 1958,Right-handed,,
Scotland,1999,Ian Stanger,5 October 1971,Right-handed,Right-arm medium,
Scotland,1999,James Brinkley,13 March 1974,Right-handed,Right-arm fast-medium,
Scotland,1999,John Blain,4 January 1979,Right-handed,Right-arm fast-medium,Northamptonshire
Scotland,1999,Keith Sheridan,26 March 1971,Right-handed,Left-arm slow,
Scotland,1999,Michael Allingham,6 January 1965,Right-handed,Right-arm medium,
Scotland,1999,Mike Smith,30 March 1966,Right-handed,Right-arm medium,
Scotland,1999,Nick Dyer,10 September 1969,Right-handed,Right-arm off break,
Scotland,1999,Peter Steindl,14 June 1970,Right-handed,Right-arm medium,
South Africa,1999,Alan Dawson,27 November 1969,Right-handed,Right-arm medium-fast,Western Province
South Africa,1999,Allan Donald,20 October 1966,Right-handed,Right-arm fast,Warwickshire
South Africa,1999,Dale Benkenstein,9 June 1974,Right-handed,Right-arm medium/off break,KwaZulu-Natal
South Africa,1999,Daryll Cullinan,4 March 1967,Right-handed,Right-arm off break,Gauteng
South Africa,1999,Derek Crookes,5 March 1969,Right-handed,Right-arm off break,Gauteng
South Africa,1999,Gary Kirsten,23 November 1967,Left-handed,Right-arm off break,Western Province
South Africa,1999,Hansie Cronje (c),25 September 1969,Right-handed,Right-arm medium,Free State
South Africa,1999,Herschelle Gibbs,23 February 1974,Right-handed,Right-arm medium,Western Province
South Africa,1999,Jacques Kallis,16 October 1975,Right-handed,Right-arm fast-medium,Western Province
South Africa,1999,Jonty Rhodes,27 July 1969,Right-handed,Right-arm medium,KwaZulu-Natal
South Africa,1999,Lance Klusener,4 September 1971,Left-handed,Right-arm fast-medium,KwaZulu-Natal
South Africa,1999,Mark Boucher (wk),3 December 1976,Right-handed,Wicket-keeper,Border
South Africa,1999,Nicky Boje,20 March 1973,Left-handed,Slow left-arm orthodox,Free State
South Africa,1999,Shaun Pollock,16 July 1973,Right-handed,Right-arm fast-medium,Warwickshire
South Africa,1999,Steve Elworthy,23 February 1965,Right-handed,Right-arm fast-medium,Northerns
Sri Lanka,1999,Aravinda de Silva (vc),17 October 1965,Right-handed,Right-arm off break,Nondescripts
Sri Lanka,1999,Arjuna Ranatunga (c),1 December 1963,Left-handed,Right-arm medium,Sinhalese SC
Sri Lanka,1999,Chaminda Vaas,27 January 1974,Left-handed,Left-arm fast-medium,Colts CC
Sri Lanka,1999,Chandika Hathurusingha,13 September 1968,Right-handed,Right-arm medium-fast,Tamil Union
Sri Lanka,1999,Eric Upashantha,10 June 1972,Right-handed,Right-arm fast-medium,Colts CC
Sri Lanka,1999,Hashan Tillakaratne,14 July 1967,Left-handed,Right-arm off break,Nondescripts
Sri Lanka,1999,Mahela Jayawardene,27 May 1977,Right-handed,Right-arm medium,Sinhalese SC
Sri Lanka,1999,Marvan Atapattu,22 November 1970,Right-handed,Right-arm leg break,Sinhalese SC
Sri Lanka,1999,Muttiah Muralitharan,17 April 1972,Right-handed,Right-arm off break,Tamil Union
Sri Lanka,1999,Pramodya Wickramasinghe,14 August 1971,Right-handed,Right-arm fast,Burgher RC
Sri Lanka,1999,Romesh Kaluwitharana (wk),24 November 1969,Right-handed,Right-arm medium,Sebastianites
Sri Lanka,1999,Roshan Mahanama,31 May 1966,Right-handed,,Bloomfield
Sri Lanka,1999,Ruwan Kalpage,19 February 1970,Left-handed,Right-arm off break,Nondescripts CC
Sri Lanka,1999,Sanath Jayasuriya,30 June 1969,Left-handed,Slow left-arm orthodox,Bloomfield
Sri Lanka,1999,Upul Chandana,7 May 1972,Right-handed,Right-arm leg break,Tamil Union C&AC
West Indies,1999,Brian Lara (c),2 May 1969,Left-handed,Right-arm leg break,Trinidad and Tobago
West Indies,1999,Courtney Walsh,30 October 1962,Right-handed,Right-arm medium-fast,Jamaica
West Indies,1999,Curtly Ambrose,21 September 1963,Left-handed,Right-arm fast,Leeward Islands
West Indies,1999,Hendy Bryan,17 March 1970,Right-handed,Right-arm fast-medium,Barbados
West Indies,1999,Jimmy Adams,9 January 1968,Left-handed,Slow left-arm orthodox,Jamaica
West Indies,1999,Keith Arthurton,21 February 1965,Left-handed,Slow left-arm orthodox,Leeward Islands
West Indies,1999,Mervyn Dillon,5 June 1974,Right-handed,Right-arm fast-medium,Trinidad and Tobago
West Indies,1999,Nehemiah Perry,16 June 1968,Right-handed,Right-arm off break,Jamaica
West Indies,1999,Phil Simmons,18 April 1963,Right-handed,Right-arm medium,Trinidad and Tobago
West Indies,1999,Reon King,6 October 1975,Right-handed,Right-arm fast-medium,Guyana
West Indies,1999,Ricardo Powell,16 December 1978,Right-handed,Right-arm off break,Jamaica
West Indies,1999,Ridley Jacobs (wk),26 November 1967,Left-handed,Wicket-keeper,Leeward Islands
West Indies,1999,Sherwin Campbell,1 January 1970,Right-handed,Right-arm medium,Barbados
West Indies,1999,Shivnarine Chanderpaul,16 August 1974,Left-handed,Right-arm leg break,Guyana
West Indies,1999,Stuart Williams,12 August 1969,Right-handed,Right-arm medium,Leeward Islands
Zimbabwe,1999,Adam Huckle,21 September 1971,Right-handed,Right-arm leg break googly,Matabeleland
Zimbabwe,1999,Alistair Campbell (c),23 September 1972,Left-handed,Right-arm off break,Manicaland
Zimbabwe,1999,Andy Flower (wk),28 April 1968,Left-handed,Right-arm off break,Mashonaland
Zimbabwe,1999,Andy Whittall,19 March 1973,Right-handed,Right-arm off break,Manicaland
Zimbabwe,1999,Dirk Viljoen,11 March 1977,Left-handed,Slow left-arm orthodox,Mashonaland
Zimbabwe,1999,Eddo Brandes,5 March 1963,Right-handed,Right-arm fast,Mashonaland
Zimbabwe,1999,Grant Flower,20 December 1970,Right-handed,Slow left-arm orthodox,Mashonaland
Zimbabwe,1999,Guy Whittall,5 September 1972,Right-handed,Right-arm medium,Mashonaland
Zimbabwe,1999,Heath Streak,16 March 1974,Right-handed,Right-arm fast-medium,Matabeleland
Zimbabwe,1999,Henry Olonga,3 July 1976,Right-handed,Right-arm fast,Matabeleland
Zimbabwe,1999,Murray Goodwin,11 December 1972,Right-handed,Right-arm leg break,Mashonaland
Zimbabwe,1999,Neil Johnson,24 January 1970,Left-handed,Right-arm fast-medium,Western Province
Zimbabwe,1999,Paul Strang,9 June 1972,Right-handed,Left-arm medium,Mashonaland
Zimbabwe,1999,Pommie Mbangwa,26 June 1976,Right-handed,Right-arm fast-medium,Matabeleland
Zimbabwe,1999,Stuart Carlisle,10 May 1972,Right-handed,Right-arm medium,Mashonaland
Australia,2003,Adam Gilchrist (wk),14 November 1971,Left-handed,Right-arm off break,Western Australia
Australia,2003,Andrew Symonds,9 June 1975,Right-handed,Right-arm fast-medium/off-spin,Queensland
Australia,2003,Andy Bichel,27 August 1970,Right-handed,Right-arm fast-medium,Queensland
Australia,2003,Brad Hogg,6 February 1971,Left-handed,Slow left-arm wrist-spin,Western Australia
Australia,2003,Brett Lee,8 November 1976,Right-handed,Right-arm fast,New South Wales
Australia,2003,Damien Martyn,21 October 1971,Right-handed,Right-arm medium,Western Australia
Australia,2003,Darren Lehmann,5 February 1970,Left-handed,Slow left-arm orthodox,South Australia
Australia,2003,Glenn McGrath,9 February 1970,Right-handed,Right-arm fast-medium,New South Wales
Australia,2003,Ian Harvey,10 April 1972,Right-handed,Right-arm medium,Victoria
Australia,2003,Jason Gillespie,19 April 1975,Right-handed,Right-arm fast,South Australia
Australia,2003,Jimmy Maher,27 February 1974,Left-handed,Right-arm medium,Queensland
Australia,2003,Matthew Hayden,29 October 1971,Left-handed,Right-arm medium,Queensland
Australia,2003,Michael Bevan,8 May 1970,Left-handed,Slow left-arm wrist-spin,New South Wales
Australia,2003,Nathan Bracken,12 September 1977,Right-handed,Left-arm fast-medium,New South Wales
Australia,2003,Nathan Hauritz,18 October 1981,Right-handed,Right-arm off break,Queensland
Australia,2003,Ricky Ponting (c),19 December 1974,Right-handed,Right-arm medium,Tasmania
Bangladesh,2003,Akram Khan,1 November 1968,Right-handed,Right-arm medium,Chittagong
Bangladesh,2003,Al Sahariar,23 April 1978,Right-handed,Right-arm leg break,Victoria/Dhaka
Bangladesh,2003,Alok Kapali,1 January 1984,Right-handed,Right-arm leg break,Victoria/Sylhet
Bangladesh,2003,Ehsanul Haque,1 December 1979,Right-handed,Right-arm off break,Mohammedan/Chittagong
Bangladesh,2003,Habibul Bashar,17 August 1972,Right-handed,Right-arm off break,Biman
Bangladesh,2003,Hannan Sarkar,1 December 1982,Right-handed,Right-arm medium,Surjotorun/Barisal
Bangladesh,2003,Khaled Mahmud,26 July 1971,Right-handed,Right-arm medium-fast,Biman/Dhaka
Bangladesh,2003,Khaled Mashud (c/wk),8 February 1976,Right-handed,Wicket-keeper,Victoria/Rajshahi
Bangladesh,2003,Manjural Islam,7 November 1979,Left-handed,Left-arm fast-medium,Victoria/Khulna
Bangladesh,2003,Mashrafe Mortaza,5 October 1983,Right-handed,Right-arm fast-medium,Azad/Khulna
Bangladesh,2003,Mohammad Ashraful,7 July 1984,Right-handed,Right-arm leg break,Surjotorun/Dhaka
Bangladesh,2003,Mohammad Rafique,5 September 1970,Left-handed,Slow left-arm orthodox,Mohammedan/Dhaka
Bangladesh,2003,Sanwar Hossain,5 August 1973,Right-handed,Right-arm off break,Mohammedan/Barisal
Bangladesh,2003,Talha Jubair,10 December 1985,Right-handed,Right-arm medium-fast,Kalabagan/Dhaka
Bangladesh,2003,Tapash Baisya,15 December 1982,Right-handed,Right-arm fast-medium,Mohammedan/Sylhet
Bangladesh,2003,Tushar Imran,20 December 1983,Right-handed,Right-arm medium,City Club/Khulna
Canada,2003,Abdool Samad (wk),3 May 1979,Right-handed,Right-arm off break,Cavaliers
Canada,2003,Ashish Bagai (wk),26 January 1982,Right-handed,Wicket-keeper,Toronto
Canada,2003,Ashish Patel,31 July 1975,Right-handed,Right-arm medium,Quebec
Canada,2003,Austin Codrington,22 August 1975,Right-handed,Right-arm medium-fast,Overseas
Canada,2003,Barry Seebaran,12 September 1972,Right-handed,Slow left-arm orthodox,Richmond
Canada,2003,Davis Joseph,31 July 1963,Right-handed,Right-arm medium-fast,Victoria Park
Canada,2003,Desmond Chumney,8 January 1968,Right-handed,Right-arm off break,Victoria Park
Canada,2003,Fazil Samad,6 April 1975,Right-handed,Right-arm off break,Cavaliers
Canada,2003,Ian Billcliff,26 October 1972,Right-handed,Right-arm medium,Vikings
Canada,2003,Ishwar Maraj,26 January 1969,Left-handed,Right-arm off break,Overseas
Canada,2003,Joe Harris (c),16 August 1965,Right-handed,Right-arm off break,Toronto
Canada,2003,John Davison,9 May 1970,Right-handed,Right-arm off break,South Australia
Canada,2003,Nicholas Ifill,24 November 1968,Right-handed,Right-arm medium,Victoria Park
Canada,2003,Nicholas de Groot,22 October 1975,Right-handed,Right-arm medium,Vikings
Canada,2003,Sanjayan Thuraisingam,11 September 1969,Right-handed,Right-arm fast-medium,Toronto
England,2003,Alec Stewart (wk),8 April 1963,Right-handed,Right-arm medium,Surrey
England,2003,Andrew Flintoff,6 December 1977,Right-handed,Right-arm fast,Lancashire
England,2003,Andy Caddick,21 November 1968,Right-handed,Right-arm fast-medium,Somerset
England,2003,Ashley Giles,19 March 1973,Right-handed,Slow left-arm orthodox,Warwickshire
England,2003,Craig White,16 December 1969,Right-handed,Right-arm fast-medium,Yorkshire
England,2003,Ian Blackwell,10 June 1978,Left-handed,Slow left-arm orthodox,Somerset
England,2003,James Anderson,30 July 1982,Left-handed,Right-arm fast-medium,Lancashire
England,2003,Marcus Trescothick,25 December 1975,Left-handed,Right-arm medium,Somerset
England,2003,Matthew Hoggard,31 December 1976,Right-handed,Right-arm fast-medium,Yorkshire
England,2003,Michael Vaughan,29 October 1974,Right-handed,Right-arm off break,Yorkshire
England,2003,Nasser Hussain (c),28 March 1968,Right-handed,Right-arm leg break,Essex
England,2003,Nick Knight,28 November 1969,Left-handed,Right-arm medium,Warwickshire
England,2003,Paul Collingwood,26 May 1976,Right-handed,Right-arm fast-medium,Durham
England,2003,Ronnie Irani,26 October 1971,Right-handed,Right-arm medium,Essex
England,2003,Steve Harmison,23 October 1978,Right-handed,Right-arm fast,Durham
India,2003,Ajit Agarkar,4 December 1977,Right-handed,Right-arm fast-medium,Mumbai
India,2003,Anil Kumble,17 October 1970,Right-handed,Right-arm leg break,Karnataka
India,2003,Ashish Nehra,29 April 1979,Right-handed,Left-arm fast-medium,Delhi
India,2003,Dinesh Mongia,17 April 1977,Left-handed,Slow left-arm orthodox,Punjab
India,2003,Harbhajan Singh,3 July 1980,Right-handed,Right-arm off break,Punjab
India,2003,Javagal Srinath,31 August 1969,Right-handed,Right-arm fast-medium,Karnataka
India,2003,Mohammad Kaif,1 December 1980,Right-handed,Right-arm off break,Uttar Pradesh
India,2003,Parthiv Patel (wk),9 March 1985,Left-handed,Wicket-keeper,Gujarat
India,2003,Rahul Dravid (wk) (vc),11 January 1973,Right-handed,Right-arm off break,Karnataka
India,2003,Sachin Tendulkar,24 April 1973,Right-handed,Right-arm leg break,Mumbai
India,2003,Sanjay Bangar,11 October 1972,Right-handed,Right-arm medium-fast,Railways
India,2003,Sourav Ganguly (c),8 July 1972,Left-handed,Right-arm medium,Bengal
India,2003,Virender Sehwag,20 October 1978,Right-handed,Right-arm off break,Delhi
India,2003,Yuvraj Singh,12 December 1981,Left-handed,Slow left-arm orthodox,Punjab
India,2003,Zaheer Khan,7 October 1978,Right-handed,Left-arm fast-medium,Baroda
Kenya,2003,Aasif Karim,15 December 1963,Right-handed,Slow left-arm orthodox,"Jaffery, Mombasa"
Kenya,2003,Alpesh Vadher,7 September 1974,Right-handed,,"Premier, Nairobi"
Kenya,2003,Brijal Patel,14 November 1977,Right-handed,Slow left-arm orthodox,"Premier, Nairobi"
Kenya,2003,Collins Obuya,27 July 1981,Right-handed,Right-arm leg break,"Ruaraka, Nairobi"
Kenya,2003,David Obuya (wk),14 August 1979,Right-handed,Wicket-keeper,"Ruaraka, Nairobi"
Kenya,2003,Hitesh Modi,13 October 1971,Left-handed,Right-arm off break,"Nairobi Gymkhana, Kisumu"
Kenya,2003,Joseph Angara,8 November 1971,Right-handed,Right-arm medium,"Swamibapa, Nairobi"
Kenya,2003,Kennedy Otieno (wk),11 March 1972,Right-handed,Wicket-keeper,"Ruaraka, Nairobi"
Kenya,2003,Martin Suji,2 June 1971,Right-handed,Right-arm medium-fast,"Aga Khan, Nairobi"
Kenya,2003,Maurice Odumbe,15 June 1969,Right-handed,Right-arm off break,"Aga Khan, Nairobi"
Kenya,2003,Peter Ongondo,10 February 1977,Right-handed,Right-arm medium,"Swamibapa, Nairobi"
Kenya,2003,Ravindu Shah,28 August 1972,Right-handed,Right-arm medium,"Nairobi Gymkhana, Nairobi"
Kenya,2003,Steve Tikolo (c),25 June 1971,Right-handed,Right-arm medium,"Swamibapa, Nairobi"
Kenya,2003,Thomas Odoyo,12 May 1978,Right-handed,Right-arm medium-fast,"Nairobi Gymkhana, Nairobi"
Kenya,2003,Tony Suji,5 February 1976,Right-handed,Right-arm medium,"Aga Khan, Nairobi"
Namibia,2003,Bjorn Kotze,11 December 1978,Right-handed,Right-arm medium-fast,Wanderers
Namibia,2003,Bryan Murgatroyd,19 October 1969,Right-handed,Right-arm medium,Wanderers
Namibia,2003,Burton van Rooi,9 July 1982,Right-handed,Right-arm medium-fast,CCD
Namibia,2003,Danie Keulder,2 August 1973,Right-handed,Right-arm off break,Wanderers
Namibia,2003,Deon Kotze (c),12 September 1973,Right-handed,Right-arm off break,Wanderers
Namibia,2003,Gerrie Snyman,30 April 1981,Right-handed,Right-arm fast-medium,United
Namibia,2003,Jan-Berrie Burger,25 August 1981,Right-handed,Right-arm leg break,Police
Namibia,2003,Johannes van der Merwe,5 February 1980,Right-handed,Right-arm off break,Namibia
Namibia,2003,Lennie Louw,19 June 1959,Right-handed,Slow left-arm orthodox,CCD
Namibia,2003,Louis Burger,12 March 1978,Right-handed,Right-arm medium,United
Namibia,2003,Melt van Schoor (wk),8 December 1967,Right-handed,Wicket-keeper,Police
Namibia,2003,Morne Karg (wk),12 July 1977,Right-handed,Wicket-keeper,United
Namibia,2003,Riaan Walters,10 August 1980,Right-handed,,United
Namibia,2003,Rudi van Vuuren,20 September 1972,Right-handed,Right-arm medium-fast,Police
Namibia,2003,Sarel Burger,13 February 1983,Right-handed,Right-arm medium-fast,United
Namibia,2003,Stefan Swanepoel,2 December 1981,Right-handed,,Wanderers
Netherlands,2003,Adeel Raja,15 August 1980,Right-handed,Right-arm off break,VRA Amsterdam
Netherlands,2003,Bas Zuiderent,3 March 1977,Right-handed,Right-arm medium,Sussex
Netherlands,2003,Daan van Bunge,19 October 1982,Right-handed,Right-arm leg break,Voorburg CC
Netherlands,2003,Edgar Schiferli,17 May 1976,Right-handed,Right-arm fast-medium,Quick Den Haag
Netherlands,2003,Feiko Kloppenburg,19 June 1974,Right-handed,Right-arm medium,Rood en Wit Haarlem
Netherlands,2003,Hendrik-Jan Mol,29 March 1977,Left-handed,Left-arm medium,Quick Den Haag
Netherlands,2003,Jacob-Jan Esmeijer,28 May 1972,Right-handed,Slow left-arm orthodox,Excelsior'20
Netherlands,2003,Jeroen Smits (wk),21 June 1972,Right-handed,Wicket-keeper,HCC Den Haag
Netherlands,2003,Klaas-Jan van Noortwijk,10 July 1970,Right-handed,Right-arm medium,VOC Rotterdam
Netherlands,2003,Luuk van Troost,28 September 1969,Left-handed,Left-arm medium,Excelsior'20
Netherlands,2003,Nick Statham,15 March 1975,Right-handed,Right-arm off break,Hermes DVS
Netherlands,2003,Reinout Scholte (wk),10 August 1967,Right-handed,Wicket-keeper,VOC Rotterdam
Netherlands,2003,Roland Lefebvre (c),7 February 1963,Right-handed,Right-arm medium-fast,VOC Rotterdam
Netherlands,2003,Ruud Nijman,15 June 1982,Right-handed,Right-arm medium-fast,Hermes DVS
Netherlands,2003,Tim de Leede,25 January 1968,Right-handed,Right-arm medium,Voorburg CC
Netherlands,2003,Victor Grandia,10 January 1979,Right-handed,Right-arm medium,VRA Amsterdam
New Zealand,2003,Andre Adams,17 July 1975,Right-handed,Right-arm fast-medium,Auckland
New Zealand,2003,Brendon McCullum (wk),27 September 1981,Right-handed,Right-arm medium,Otago
New Zealand,2003,Chris Cairns,13 June 1970,Right-handed,Right-arm fast-medium,Canterbury
New Zealand,2003,Chris Harris,20 November 1969,Left-handed,Right-arm medium,Canterbury
New Zealand,2003,Craig McMillan,13 September 1976,Right-handed,Right-arm medium,Canterbury
New Zealand,2003,Daniel Vettori,27 January 1979,Left-handed,Slow left-arm orthodox,Northern Districts
New Zealand,2003,Daryl Tuffey,11 June 1978,Right-handed,Right-arm fast-medium,Northern Districts
New Zealand,2003,Jacob Oram,28 July 1978,Left-handed,Right-arm fast-medium,Central Districts
New Zealand,2003,Kyle Mills,15 March 1979,Right-handed,Right-arm fast-medium,Auckland
New Zealand,2003,Lou Vincent (wk),11 November 1978,Right-handed,Right-arm medium,Auckland
New Zealand,2003,Mathew Sinclair,9 November 1975,Right-handed,Right-arm medium-fast,Central Districts
New Zealand,2003,Nathan Astle,15 September 1971,Right-handed,Right-arm medium,Canterbury
New Zealand,2003,Scott Styris,10 July 1975,Right-handed,Right-arm medium,Northern Districts
